ID,Clase,Escuela,Turno,Sesion,Fecha,Hora,Aplicador,Tablet,Versión App
,,,,,,,,,241017
ID,task,trialCode,target,visual1,visual2,visual3,visual4,corrResp,numSyll,numPhon,struct,syllPos,trialType,audio1,audio2,numPrac,taskPos,trialPos,targetPos,resp,acierto,RT,session
,isolationS,IS_E_01,ga,gallo,gato,NA,NA,1,2,4,CV,1,0,gallo,gato,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_02,la,lago,pelo,NA,NA,0,2,4,CV,1,0,lago,pelo,0,1,0,NA,NA,NA,NA,
,isolationS,IS_E_03,mo,mochila,moneda,NA,NA,1,3,6,CV,1,0,mochila,moneda,0,1,0,NA,NA,NA,NA,
,isolationS,IS_P_01,co,conejo,cocina,NA,NA,1,3,6,CV,1,1,conejo,cocina,0,1,1,NA,1,True,0.9841003,
,isolationS,IS_P_02,go,gota,ceja,NA,NA,0,2,4,CV,1,1,gota,ceja,0,1,2,NA,0,True,1.680351,
,isolationS,IS_P_03,ca,cabeza,cadena,NA,NA,1,3,6,CV,1,1,cabeza,cadena,0,1,3,NA,1,True,0.3506851,
,isolationS,IS_P_04,gri,grillo,gripe,NA,NA,1,2,5,CCV,1,1,grillo,gripe,0,1,4,NA,1,True,0.8651657,
,isolationS,IS_T_19,la,lagarto,laguna,NA,NA,1,3,7,CV,1,2,lagarto,laguna,0,1,1,NA,1,True,2.511253,
,isolationS,IS_T_12,bra,brazo,freno,NA,NA,0,2,5,CCV,1,2,brazo,freno,0,1,2,NA,0,True,2.047806,
,isolationS,IS_T_16,bi,bigote,billete,NA,NA,1,3,6,CV,1,2,bigote,billete,0,1,3,NA,1,True,1.203941,
,isolationS,IS_T_15,fla,flaco,pluma,NA,NA,0,2,5,CCV,1,2,flaco,pluma,0,1,4,NA,0,True,0.8441467,
,isolationS,IS_T_23,to,tomate,gallina,NA,NA,0,3,6,CV,1,2,tomate,gallina,0,1,5,NA,0,True,1.207664,
,isolationS,IS_T_21,pe,pelota,cuchillo,NA,NA,0,3,6,CV,1,2,pelota,cuchillo,0,1,6,NA,0,True,1.131714,
,isolationS,IS_T_22,te,tetera,paleta,NA,NA,0,3,6,CV,1,2,tetera,paleta,0,1,7,NA,1,False,0.7718811,
,isolationS,IS_T_04,pe,capa,cama,NA,NA,1,2,4,CV,1,2,capa,cama,0,1,8,NA,1,True,1.171646,
,isolationS,IS_T_14,pla,plaza,trigo,NA,NA,0,2,5,CCV,1,2,plaza,trigo,0,1,9,NA,0,True,0.7517776,
,isolationS,IS_T_10,pla,plato,playa,NA,NA,1,2,5,CCV,1,2,plato,playa,0,1,10,NA,1,True,0.9995956,
,isolationS,IS_T_13,bru,bruja,globo,NA,NA,0,2,5,CCV,1,2,bruja,globo,0,1,11,NA,0,True,0.8668137,
,isolationS,IS_T_26,fru,frutilla,plumero,NA,NA,0,3,7,CCV,1,2,frutilla,plumero,0,1,12,NA,0,True,1.001556,
,isolationS,IS_T_18,mu,muneca,muralla,NA,NA,1,3,6,CV,1,2,muneca,muralla,0,1,13,NA,1,True,0.7718735,
,isolationS,IS_T_07,cu,cuna,pato,NA,NA,0,2,4,CV,1,2,cuna,pato,0,1,14,NA,1,False,1.839272,
,isolationS,IS_T_05,si,silla,gorro,NA,NA,0,2,4,CV,1,2,silla,gorro,0,1,15,NA,0,True,1.470848,
,isolationS,IS_T_09,tra,traje,trapo,NA,NA,1,2,5,CCV,1,2,traje,trapo,0,1,16,NA,1,True,1.087669,
,isolationS,IS_T_27,bru,brujula,crayola,NA,NA,0,3,7,CCV,1,2,brujula,crayola,0,1,17,NA,0,True,1.324303,
,isolationS,IS_T_01,bo,boca,bote,NA,NA,1,2,4,CV,1,2,boca,bote,0,1,18,NA,1,True,1.220306,
,isolationS,IS_T_24,pla,planeta,platillo,NA,NA,1,3,7,CCV,1,2,planeta,platillo,0,1,19,NA,1,True,0.935463,
,isolationS,IS_T_17,ce,cebolla,cepillo,NA,NA,1,3,6,CV,1,2,cebolla,cepillo,0,1,20,NA,1,True,1.087807,
,isolationS,IS_T_03,lu,lupa,luna,NA,NA,1,2,4,CV,1,2,lupa,luna,0,1,21,NA,1,True,1.555664,
,isolationS,IS_T_06,de,dedo,mesa,NA,NA,0,2,4,CV,1,2,dedo,mesa,0,1,22,NA,0,True,1.876373,
,isolationS,IS_T_08,ro,ropa,vaso,NA,NA,0,2,4,CV,1,2,ropa,vaso,0,1,23,NA,0,True,1.775955,
,isolationS,IS_T_20,te,tesoro,ballena,NA,NA,0,3,6,CV,1,2,tesoro,ballena,0,1,24,NA,0,True,3.016205,
,isolationS,IS_T_02,co,copa,codo,NA,NA,1,2,4,CV,1,2,copa,codo,0,1,25,NA,1,True,1.235031,
,isolationS,IS_T_25,tri,triciclo,trineo,NA,NA,1,3,8,CCV,1,2,triciclo,trineo,0,1,26,NA,1,True,1.287857,
,isolationS,IS_T_11,cla,clavo,clase,NA,NA,1,2,5,CCV,1,2,clavo,clase,0,1,27,NA,1,True,1.115295,
